participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.tweet,player.pos_scale,player.opt_scale,player.hap_scale,player.emo_scale,player.not_applicable,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona #9 – Held*innen des Krisenalltags – Super Menschen in echten Märkten! <a href=""https://twitter.com/hashtag/Ausgangssperre?src=hash&amp;ref_src=twsrc%5Etfw"">#Ausgangssperre</a> <a href=""https://twitter.com/hashtag/Schulschliessung?src=hash&amp;ref_src=twsrc%5Etfw"">#Schulschliessung</a> <a href=""https://twitter.com/hashtag/FlattenTheRate?src=hash&amp;ref_src=twsrc%5Etfw"">#FlattenTheRate</a> <a href=""https://twitter.com/hashtag/Shutdown?src=hash&amp;ref_src=twsrc%5Etfw"">#Shutdown</a> <a href=""https://twitter.com/hashtag/FlattenTheCurve?src=hash&amp;ref_src=twsrc%5Etfw"">#FlattenTheCurve</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> <a href=""https://twitter.com/hashtag/COVID2019?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID2019</a> <a href=""https://twitter.com/hashtag/COVID%E3%83%BC19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVIDー19</a> <a href=""https://twitter.com/hashtag/Coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirus</a> <a href=""https://twitter.com/hashtag/CoronavirusDE?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronavirusDE</a>… <a href=""https://t.co/2EnyTxkrSu"">https://t.co/2EnyTxkrSu</a> <a href=""https://t.co/vy5MfsAVCK"">pic.twitter.com/vy5MfsAVCK</a></p>&mdash; Der Wahlberliner / Thomas Hocke (@thomas_hocke) <a href=""https://twitter.com/thomas_hocke/status/1239218105630498818?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,8,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bahn erstattet Tickets wegen Corona <a href=""https://t.co/JVzH32RgSo"">https://t.co/JVzH32RgSo</a></p>&mdash; BZ Berlin B.Z. (@bzberlin) <a href=""https://twitter.com/bzberlin/status/1238538329337081856?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,8,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bundesjustizministerin Christine <a href=""https://twitter.com/hashtag/Lambrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Lambrecht</a> (<a href=""https://twitter.com/spdde?ref_src=twsrc%5Etfw"">@spdde</a>) will durch <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> in Not geratenen Unternehmen unter die Arme greifen. Die Pflicht, binnen drei Wochen einen <a href=""https://twitter.com/hashtag/Insolvenzantrag?src=hash&amp;ref_src=twsrc%5Etfw"">#Insolvenzantrag</a> zu stellen, soll ausgesetzt werden. <a href=""https://t.co/Tm0H8tC660"">https://t.co/Tm0H8tC660</a> <a href=""https://t.co/jadxdqyxt7"">pic.twitter.com/jadxdqyxt7</a></p>&mdash; vorwärts Verlag (@vorwaerts) <a href=""https://twitter.com/vorwaerts/status/1240338954362249219?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,9,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">ARD <a href=""https://twitter.com/hashtag/Framing?src=hash&amp;ref_src=twsrc%5Etfw"">#Framing</a> gegen <a href=""https://twitter.com/realDonaldTrump?ref_src=twsrc%5Etfw"">@realDonaldTrump</a> im vollem Gange! USA nicht auf <a href=""https://twitter.com/hashtag/COVID19de?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19de</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> vorbereitet. Als ob unsere Regierung besser agiert. Unsere sind nicht im Solidaritätsmodus u können die Grenzen NICHT SCHLIESSEN ein Hoch der <a href=""https://twitter.com/hashtag/GEZ?src=hash&amp;ref_src=twsrc%5Etfw"">#GEZ</a> <a href=""https://twitter.com/hashtag/ARD?src=hash&amp;ref_src=twsrc%5Etfw"">#ARD</a> <a href=""https://twitter.com/hashtag/ZDF?src=hash&amp;ref_src=twsrc%5Etfw"">#ZDF</a> Systemberichtserstattung läuft- <a href=""https://twitter.com/hashtag/AfD?src=hash&amp;ref_src=twsrc%5Etfw"">#AfD</a></p>&mdash; Karsten Franck (@karsten_franck) <a href=""https://twitter.com/karsten_franck/status/1238909726299217924?ref_src=twsrc%5Etfw"">March 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,9,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wer wollte nochmal Ihre Einschätzung zu Corona hören? Niemand ... stimmt.</p>&mdash; D.-N. Schlömer⭕️🏳️‍🌈 #IchbinAntifa #wirsindmehr (@DietrichNis) <a href=""https://twitter.com/DietrichNis/status/1238561762674462722?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,9,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wie läuft&#39;s an der Corona-Einkaufsfront? Einzelhandelskauffrau <a href=""https://twitter.com/brohaska?ref_src=twsrc%5Etfw"">@brohaska</a> berichtet im <a href=""https://twitter.com/Tagesspiegel?ref_src=twsrc%5Etfw"">@Tagesspiegel</a> Abenteuerliches vom täglichen Kampf um Menschenwürde im Supermarkt: <a href=""https://t.co/3LV4HSVYA8"">https://t.co/3LV4HSVYA8</a></p>&mdash; Sidney Gennies (@SidneyGennies) <a href=""https://twitter.com/SidneyGennies/status/1239636832373084161?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,9,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Unterstützung gegen Corona-Pandemie: Kramp-Karrenbauer rechnet mit langem Bundeswehr-Einsatz <a href=""https://twitter.com/hashtag/Berlin?src=hash&amp;ref_src=twsrc%5Etfw"">#Berlin</a><a href=""https://t.co/4XYCKleEEh"">https://t.co/4XYCKleEEh</a></p>&mdash; Dr Cosmo (@Mr_Dr_Cosmo) <a href=""https://twitter.com/Mr_Dr_Cosmo/status/1240630737239511041?ref_src=twsrc%5Etfw"">March 19, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,10,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">.<a href=""https://twitter.com/dpa?ref_src=twsrc%5Etfw"">@dpa</a> meldet: <a href=""https://twitter.com/rki_de?ref_src=twsrc%5Etfw"">@rki_de</a>  warnt vor privaten <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Partys  - Zeit für Maßnahmen-Bewertung nötig <a href=""https://t.co/RHTJC6Twm2"">https://t.co/RHTJC6Twm2</a></p>&mdash; AOK-Bundesverband (@AOK_Politik) <a href=""https://twitter.com/AOK_Politik/status/1239588525919608834?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,10,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">This. <a href=""https://twitter.com/hashtag/Berlin?src=hash&amp;ref_src=twsrc%5Etfw"">#Berlin</a> <a href=""https://twitter.com/RegBerlin?ref_src=twsrc%5Etfw"">@RegBerlin</a> <a href=""https://twitter.com/SenGPG?ref_src=twsrc%5Etfw"">@SenGPG</a> <a href=""https://twitter.com/SenBJF?ref_src=twsrc%5Etfw"">@SenBJF</a> <a href=""https://twitter.com/spdberlin?ref_src=twsrc%5Etfw"">@spdberlin</a> <a href=""https://twitter.com/gruene_berlin?ref_src=twsrc%5Etfw"">@gruene_berlin</a> <a href=""https://twitter.com/dielinkeberlin?ref_src=twsrc%5Etfw"">@dielinkeberlin</a> <a href=""https://twitter.com/RegSprecher?ref_src=twsrc%5Etfw"">@RegSprecher</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> <a href=""https://t.co/zWRoEaHmaS"">https://t.co/zWRoEaHmaS</a></p>&mdash; Timoschka (@ Home 😷) (@timoschca) <a href=""https://twitter.com/timoschca/status/1239144978938462208?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,10,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Das wäre die Ironie des Jahres wenn Bundesligaspieler aus Protest gegen die <a href=""https://twitter.com/DFL_Official?ref_src=twsrc%5Etfw"">@DFL_Official</a> am Wochenende vom Platz gingen und einen Spielabbruch provozierten. <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a> <a href=""https://twitter.com/hashtag/bundesliga?src=hash&amp;ref_src=twsrc%5Etfw"">#bundesliga</a></p>&mdash; Plattsport • BLEIBT ZUHAUSE!!! (@plattsport) <a href=""https://twitter.com/plattsport/status/1238457410647396354?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,10,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Eine halbe Billion Euro! - GroKo baut Kredit-Schutzschirm gegen Corona-Krise <a href=""https://t.co/6FS5J1wCF5"">https://t.co/6FS5J1wCF5</a></p>&mdash; BILD (@BILD) <a href=""https://twitter.com/BILD/status/1238576481095356416?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,11,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Fear is bad. Don’t you think America is months behind on the Corona detection and prevention ?</p>&mdash; EmbehFU (@EmBehFUBerlin) <a href=""https://twitter.com/EmBehFUBerlin/status/1239150369248292864?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,11,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Been planned for months. Long before this Corona bullshit came about.</p>&mdash; HerthaBSC KC (@HerthaBSC_KC) <a href=""https://twitter.com/HerthaBSC_KC/status/1237730910935670785?ref_src=twsrc%5Etfw"">March 11, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,11,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">🦠🧳Reisen in Zeiten der Corona-Krise! Hier gibt&#39;s alle wichtigen Informationen <a href=""https://t.co/0BcYodSvro"">https://t.co/0BcYodSvro</a> <a href=""https://t.co/9WIz0C8T1E"">pic.twitter.com/9WIz0C8T1E</a></p>&mdash; BILD BUZZ (@bildbuzz) <a href=""https://twitter.com/bildbuzz/status/1239645957978980362?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,11,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">I’m scared of the corona, but I am also scared that if by summer this is over, there’s a chance we discover a new threshold of how shitfaced berliners can get.</p>&mdash; v*rga e triana🚩🚩🚩 (@saintvannity) <a href=""https://twitter.com/saintvannity/status/1239148892605878273?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,12,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">feeling cute might get corona later idk</p>&mdash; uWurzelminion Doris (@Psychosengast) <a href=""https://twitter.com/Psychosengast/status/1240313585303248898?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,12,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wäre Corona fettlöslich, würde Butter reichen. Das Virus sei durch eine Fetthülle geschützt (vereinfacht gesagt). Fette sind löslich in Alkohol, weshalb die Vermutung nahe liegt, dass das Virus alkoholsensibel sei. Es gibt jedoch noch kaum Daten dazu. Ferner beträgt die...</p>&mdash; 7ieben∣ (@7ieben_) <a href=""https://twitter.com/7ieben_/status/1239995943300354050?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,12,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Gute Nachricht zwischendurch: Sieht so aus als sei <a href=""https://twitter.com/kinomoviemento?ref_src=twsrc%5Etfw"">@kinomoviemento</a> gerettet - wenn jetzt <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> keinen Strich durch die Rechnung macht. <a href=""https://t.co/N6m29AnkWo"">https://t.co/N6m29AnkWo</a></p>&mdash; Johanna Treblin (@johanna_rt) <a href=""https://twitter.com/johanna_rt/status/1240348497397911553?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,12,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Homeoffice ist jetzt in aller Munde. Die BankInformation hatte das Thema schon vor Corona im Fokus. Unser Autor beschreibt, worauf es ankommt bei der Vereinbarung von Homeoffice.<a href=""https://t.co/wKRwxfOBvH"">https://t.co/wKRwxfOBvH</a> <a href=""https://t.co/2qa6Ry4aBy"">pic.twitter.com/2qa6Ry4aBy</a></p>&mdash; BankInformation (@GENO_BI) <a href=""https://twitter.com/GENO_BI/status/1240296424601989125?ref_src=twsrc%5Etfw"">March 18, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,13,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""tr"" dir=""ltr"">Çiçeklerin, hayvanların umurunda değil virüs, bu dünyada sadece <br>bize mi Corona...???<br>Dünya bizden bir şey saklıyordu, fısıldamaya başladı hafiften. <br>İyi kulak vermeli. Ya insan gibi yaşayın diyor, ya da başka kapıya... Daha ne kadar açık anlatabilir... <br><br>Reha Özcan <a href=""https://t.co/Fwd7yFSZzJ"">pic.twitter.com/Fwd7yFSZzJ</a></p>&mdash; White Berlin (@WhiteBerlin36) <a href=""https://twitter.com/WhiteBerlin36/status/1238806835135688706?ref_src=twsrc%5Etfw"">March 14, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,13,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Der Corona Virus hält uns fest in seinen Händen. Zeichnerisch stelle ich mit den Virus als eine Art Teufel vor, wenn ihr dem Link zu meinem privaten Blog folgt, seht ihr, wie ich das meine: <a href=""https://t.co/TOrnDKnf7T"">https://t.co/TOrnDKnf7T</a> via <a href=""https://twitter.com/SusanneHaun?ref_src=twsrc%5Etfw"">@SusanneHaun</a></p>&mdash; Susanne Haun (@SusanneHaun) <a href=""https://twitter.com/SusanneHaun/status/1239218828174929921?ref_src=twsrc%5Etfw"">March 15, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,Pessimistisch/Optimistisch,,,,0,1,13,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">RT BerlinPartner: RT kulturprojekteb: <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Update: Infos zu Auswirkungen auf unsere Angebote &amp; Projekte findet ihr via ►<a href=""https://t.co/m0Jkt0JaoK"">https://t.co/m0Jkt0JaoK</a><br>Alle Infos zu aktuellen Entwicklungen der Berliner Bühnen &amp; Museen bekommt ihr über unsere Portale berl… <a href=""https://t.co/tVc3n66kSR"">pic.twitter.com/tVc3n66kSR</a></p>&mdash; Dr. Stefan Franzke CEO Berlin Partner (@docfranzke) <a href=""https://twitter.com/docfranzke/status/1239930578365014016?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,13,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">„Europa in der Corona-Krise: Was für eine Enttäuschung!“ - Traurig aber leider wahr, was ⁦<a href=""https://twitter.com/nminkmar?ref_src=twsrc%5Etfw"">@nminkmar</a>⁩ sagt.  <a href=""https://t.co/rXFI1lj8nn"">https://t.co/rXFI1lj8nn</a></p>&mdash; Andreas #StayTheFuckHome! (@AndreasSchepers) <a href=""https://twitter.com/AndreasSchepers/status/1240003112791932932?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,14,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Don&#39;t be Katie. Wash your hands, go outside if u only need to. Check the corona simulator:<a href=""https://t.co/vKhmeJK9vx"">https://t.co/vKhmeJK9vx</a></p>&mdash; Chris Würger (@MoSiTingKeWeiDe) <a href=""https://twitter.com/MoSiTingKeWeiDe/status/1240003892320047107?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,14,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Danke für guten Text. Das mit der &quot;Redundanz&quot; stimmt auch auf individueller Ebene. Bei mir ist zwischen Arbeit, Kind, Haushalt, usw immer alles viel zu eng auf Kante genäht, wie bei vielen. Corona-Stillstand wird das verschlimmern - aber vielleicht entstehen auch Ideen und Platz?</p>&mdash; Anja Köhne (@KoehneAnja) <a href=""https://twitter.com/KoehneAnja/status/1238601173982236674?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,14,dxeoxbcw,,,,,,0
4,gl6dn6m7,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.061248+00:00,1,,,0,4,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Angesichts der Fakten hab ich keinerlei Verständnis mehr für zögerliches Handeln aller Verantwortlichen und als Risikogruppe macht es mich langsam echt wütend. Dort wo ich Einfluss habe, werde ich für Absagen aller Veranstaltungen plädieren. <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/FlattenTheCurve?src=hash&amp;ref_src=twsrc%5Etfw"">#FlattenTheCurve</a></p>&mdash; #StayAtHome 🙏 Sasa Raber ✨ (@sasaraber) <a href=""https://twitter.com/sasaraber/status/1238245249710985216?ref_src=twsrc%5Etfw"">March 12, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,Verärgert/Zufrieden,,,0,1,14,dxeoxbcw,,,,,,0
1,v90uhrq1,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.900737+00:00,1,,,0,1,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Sicher ist sicher! Weil die Banken demnächst bestimmt pleite gehen, habe ich mein ganzes Geld vom Konto abgehoben 🦠 🏦 💰 <a href=""https://twitter.com/hashtag/coronathings?src=hash&amp;ref_src=twsrc%5Etfw"">#coronathings</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://t.co/ww6nSruBQO"">pic.twitter.com/ww6nSruBQO</a></p>&mdash; Stahlhüttenkäse (@sehnator) <a href=""https://twitter.com/sehnator/status/1239985820985065472?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,15,dxeoxbcw,,,,,,0
2,bshc2lm0,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:07.958666+00:00,1,,,0,2,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Du weißt dass die geschönigt werden? In Italien testen sie jeden Toten (mit Symptomen) auf Corona. In Deutschland fallen nur die wenigen VORHER getesteten Fälle unter diese Rate. Momentan sind wir dort bei 6,72% Mortalität. (1/2)</p>&mdash; David Brückner 🎥 (@ghostpictures) <a href=""https://twitter.com/ghostpictures/status/1238474651036200965?ref_src=twsrc%5Etfw"">March 13, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ/Positiv,,,,,0,1,15,dxeoxbcw,,,,,,0
3,svxfifts,,1,121,120,rate_ratings,ExitPage,2020-04-03 08:32:08.010400+00:00,1,,,0,3,"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> Kleines Hoffnungszeichen: <a href=""https://twitter.com/hashtag/CoronaVirusDE?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaVirusDE</a> etwas geringer verbreitet als gemäß Wachstumstrend (31,75% täglich) in <a href=""https://twitter.com/hashtag/Deutschland2020?src=hash&amp;ref_src=twsrc%5Etfw"">#Deutschland2020</a> zu erwarten gewesen wäre. <a href=""https://t.co/GZZY4bdvpD"">pic.twitter.com/GZZY4bdvpD</a></p>&mdash; Hans Thie (@hans_thie) <a href=""https://twitter.com/hans_thie/status/1240061492608806919?ref_src=twsrc%5Etfw"">March 17, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",,,,,Nicht zutreffend,0,1,15,dxeoxbcw,,,,,,0
